,barrio_original,barrio_sin_est,nom_match,lat,lon
313,AZUCENA SECTOR EL TRIANGULO E-7,AZUCENA SECTOR EL TRIANGULO,SANTA CECILIA PUENTE NORTE,,
314,BACHUE E-10,BACHUE ,BAQUERO,,
315,BACHUE I E-10,BACHUE I ,TIBAQUE I,,
316,BACHUE II E-10,BACHUE II ,TIBAQUE II,,
317,BAHIA E-1,BAHIA,BETANIA,,
318,BAHIA SOLANO E-9,BAHIA SOLANO,BOSA NOVA,,
319,BAHÍA E-1,BAHÍA,BATAN,,
320,BALCANES E-4,BALCANES,BARCELONA SUR,,
321,BALCON DE SUBA E-11,BALCON DE SUBA ,LAGO DE SUBA,,
322,BALCON VILLANOVA E-11,BALCON VILLANOVA ,BATALLON CALDAS,,
323,BALCONES DE LA CALLEJA E-1,BALCONES DE LA CALLEJA,BATALLON CALDAS,,
324,BALCONES DE SUBA E-11,BALCONES DE SUBA ,ALTOS DE SUBA,,
325,BALCONES DE TIBANA E-16,BALCONES DE TIBANA ,BRAZUELOS OCCIDENTAL RURAL,,
326,BALCONES DE VISTA HERMOSA E-1,BALCONES DE VISTA HERMOSA,BANCO CENTRAL,,
327,BALCONES DEL COUNTRY E-1,BALCONES DEL COUNTRY,BARCELONA SUR,,
328,BALCONES DEL TRIUNFO E-3,BALCONES DEL TRIUNFO,BANCO CENTRAL,,
329,BALMORAL I ETAPA E-19,BALMORAL I ETAPA ,LA MARIA,,
330,BALMORAL II ETAPA E-19,BALMORAL II ETAPA ,BARRANQUILLITA,,
331,BALMORAL III ETAPA E-19,BALMORAL III ETAPA ,BOLIVIA ORIENTAL,,
332,BALSORA E-1,BALSORA,BARCELONA,,
333,BALTAZAR,BALTAZAR,BELALCAZAR,,
334,BANCO CENTRAL E-13,BANCO CENTRAL ,BANCO CENTRAL,,
335,BANDERAS E-8,BANDERAS,BANCO CENTRAL,,
336,BAQUERO E-12,BAQUERO ,BAQUERO,,
337,BARAJAS E-11,BARAJAS ,BARAJAS NORTE,,
338,BARANDILLAS,BARANDILLAS,BARRANQUILLITA,,
339,BARANDILLAS DE SUBA E-11,BARANDILLAS DE SUBA ,BARRANCAS,,
340,BARCELONA E-16,BARCELONA ,BARCELONA,,
341,BARCELONA E-4,BARCELONA,BARCELONA,,
342,BARCELONA SUR ORIENTAL E-4,BARCELONA SUR ORIENTAL,BARCELONA SUR,,
343,BARLOVENTO E-19,BARLOVENTO ,BARLOVENTO,,
344,BARLOVENTO E-7,BARLOVENTO,BARLOVENTO,,
345,BARRANCAS ALTO E-1,BARRANCAS ALTO,BARRANCAS,,
346,BARRANCAS E-1,BARRANCAS,BARRANCAS,,
347,BARRANCAS II SECTOR E-1,BARRANCAS II SECTOR,BARRANCAS NORTE,,
348,BARRANCAS NORTE E-1,BARRANCAS NORTE,BARRANCAS NORTE,,
349,BARRANCAS PERLAS DEL NORTE E-1,BARRANCAS PERLAS DEL NORTE,BARRANCAS NORTE,,
350,BARRANQUILLITA E-11,BARRANQUILLITA ,BARRANQUILLITA,,
351,BARRANQUILLITA E-5,BARRANQUILLITA,BARRANQUILLITA,,
352,BARRANQUILLITA E-8,BARRANQUILLITA,BARRANQUILLITA,,
353,BARRANQUITOS E-19,BARRANQUITOS ,BARRANQUILLITA,,
354,BARRIO EL CAMPIN,BARRIO EL CAMPIN,BARCELONA,,
355,BARRIO KENNEDY,BARRIO KENNEDY,CIUDAD KENNEDY,,
356,BARRIO NAZARETH,BARRIO NAZARETH,BARRANCAS ORIENTAL,,
357,BARRIOS UNIDOS,BARRIOS UNIDOS,NARINO SUR,,
358,BARRIOS UNIDOS E-12,BARRIOS UNIDOS ,NARINO SUR,,
359,BARRIOS UNIDOS E-19,BARRIOS UNIDOS ,NARINO SUR,,
360,BATALLON CALDAS E-16,BATALLON CALDAS ,BATALLON CALDAS,,
361,BATANIA E-5,BATANIA,BATAN,,
362,BATAVIA E-9,BATAVIA,BAVARIA,,
363,BAVARIA E-8,BAVARIA,BAVARIA,,
364,BAVARIA TECHO I SECTOR E-8,BAVARIA TECHO I SECTOR,BAVARIA,,
365,BAVARIA TECHO II SECTOR E-8,BAVARIA TECHO II SECTOR,BAVARIA,,
366,BELALCAZAR E-13,BELALCAZAR ,BELALCAZAR,,
367,BELALCAZAR NORTE E-13,BELALCAZAR NORTE ,BELALCAZAR,,
368,BELALCAZAR SUR E-13,BELALCAZAR SUR ,BELALCAZAR,,
369,BELEN,B,BOSA,,
370,BELEN E-17,BELEN ,BELEN,,
371,BELEN E-9,BELEN,BELEN,,
372,BELLA ESTANCIA E-19,BELLA ESTANCIA ,BELLAVISTA OCCIDENTAL,,
373,BELLA FLOR E-19,BELLA FLOR ,BELLA FLOR,,
374,BELLA FLOR SUR E-19,BELLA FLOR SUR ,BELLA FLOR SUR,,
375,BELLA NIDIA E-1,BELLA NIDIA,BELLA SUIZA,,
376,BELLA SUIZA E-1,BELLA SUIZA,BELLA SUIZA,,
377,BELLA VISTA E-2,BELLA VISTA,BELLAVISTA,,
378,BELLA VISTA SUR E-4,BELLA VISTA SUR,BELLAVISTA SUR,,
379,BELLAVISTA ALTA E-5,BELLAVISTA ALTA,BELLAVISTA,,
380,BELLAVISTA E-10,BELLAVISTA ,BELLAVISTA,,
381,BELLAVISTA E-11,BELLAVISTA ,BELLAVISTA,,
382,BELLAVISTA E-19,BELLAVISTA ,BELLAVISTA,,
383,BELLAVISTA E-8,BELLAVISTA,BELLAVISTA,,
384,BELLAVISTA II SECTOR E-5,BELLAVISTA II SECTOR,BELLAVISTA SUR,,
385,BELLAVISTA III SECTOR E-2,BELLAVISTA III SECTOR,BELLAVISTA SUR,,
386,BELLAVISTA OCCIDENTAL E-10,BELLAVISTA OCCIDENTAL ,BELLAVISTA OCCIDENTAL,,
387,BELLAVISTA SECTOR EL LUCERO E-4,BELLAVISTA SECTOR EL LUCERO,BELLAVISTA LUCERO ALTO,,
388,BELLAVISTA SUR ORIENTAL E-4,BELLAVISTA SUR ORIENTAL,BELLAVISTA OCCIDENTAL,,
389,BELLAVISTA Y LOS PANTANOS E-9,BELLAVISTA Y LOS PANTANOS,BELLAVISTA,,
390,BELLO HORIZONTE E-1,BELLO HORIZONTE,BELLO HORIZONTE,,
391,BELLO HORIZONTE E-4,BELLO HORIZONTE,BELLO HORIZONTE,,
392,BELLO HORIZONTE II SECTOR E-4,BELLO HORIZONTE II SECTOR,BELLO HORIZONTE,,
393,BELLOMONTE E-11,BELLOMONTE ,BELLO HORIZONTE,,
394,BELMIRA E-1,BELMIRA,EL MIRADOR,,
395,BELMONTE E-2,BELMONTE,DELMONTE,,
396,BELMORAL E-7,BELMORAL,BELLA FLOR,,
397,BELOMAR E-11,BELOMAR ,BELALCAZAR,,
398,BELÉN E-17,BELÉN ,BELEN,,
399,BENALCÁZAR SUR E-13,BENALCÁZAR SUR ,BARCELONA SUR,,
400,BENJAMIN HERRERA E-12,BENJAMIN HERRERA ,BENJAMIN HERRERA,,
401,BENJAMIN URIBE E-5,BENJAMIN URIBE,BENJAMIN HERRERA,,
402,BENSUPRIN E-9,BENSUPRIN,BOSQUE DE PINOS,,
403,BERLIN E-11,BERLIN ,BERLIN,,
404,BERLIN E-8,BERLIN,BERLIN,,
405,BERLIN IV SECTOR E-11,BERLIN IV SECTOR ,BERLIN,,
406,BERLIN SUBA E-11,BERLIN SUBA ,BERLIN,,
407,BERLÍN E-11,BERLÍN ,BERLIN,,
408,BERLÍN E-8,BERLÍN,BERLIN,,
409,BERNAL Y FORERO E-11,BERNAL Y FORERO ,BELLA FLOR,,
410,BETANIA E-7,BETANIA,BETANIA,,
411,BETANIA E-8,BETANIA,BETANIA,,
412,BETANIA E-9,BETANIA,BETANIA,,
413,BETANIA II SECTOR E-5,BETANIA II SECTOR,BETANIA,,
414,BIHAR E-11,BIHAR ,BILBAO,,
415,BILABAO I SECTOR SECCIONES A Y B E-11,BILABAO I SECTOR SECCIONES A Y B ,,,
416,BILBAO E-11,BILBAO ,BILBAO,,
417,BILBAO II ETAPA E-11,BILBAO II ETAPA ,BILBAO,,
418,BIRANOVA E-11,BIRANOVA ,BOSA NOVA,,
419,BOCA COLINA E-11,BOCA COLINA ,BOCHICA,,
420,BOCACOLINA E-11,BOCACOLINA ,BOLONIA,,
421,BOCAS DEL GUAVIAREZ,BOCAS DEL GUAVIAREZ,MARCO FIDEL SUAREZ,,
422,BOCHALEMA E-11,BOCHALEMA ,BOCHICA,,
423,BOCHICA COMPARTIR E-10,BOCHICA COMPARTIR ,BOCHICA II,,
424,BOCHICA E-10,BOCHICA ,BOCHICA,,
425,BOCHICA E-16,BOCHICA ,BOCHICA,,
426,BOCHICA I E-10,BOCHICA I ,BOCHICA II,,
427,BOCHICA II SECTOR E-16,BOCHICA II SECTOR ,BOCHICA II,,
428,BOCHICA III E-10,BOCHICA III ,BOCHICA II,,
429,BODEGAS ALMACENAR E-16,BODEGAS ALMACENAR ,BELALCAZAR,,
430,BODEGAS CONTINENTAL E-7,BODEGAS CONTINENTAL,BRAZUELOS OCCIDENTAL,,
431,BODEGAS DE FONTIBON E-9,BODEGAS DE FONTIBON,SAN JOSE DE FONTIBON,,
432,BODEGAS DE SOFASA E-9,BODEGAS DE SOFASA,BOSQUE DE LOS ALPES,,
433,BODEGAS ROLDAN E-10,BODEGAS ROLDAN ,BOSQUE CALDERON,,
434,BOGOTA SECTOR TEQUENDAMA E-19,BOGOTA SECTOR TEQUENDAMA ,,,
435,BOGOTA SUR - LA ESPERANZA E-19,BOGOTA SUR - LA ESPERANZA ,BOSA NOVA EL PORVENIR,,
436,BOHIOS DE HUNZA E-9,BOHIOS DE HUNZA,MOLINOS DEL SUR,,
437,BOITA E-8,BOITA,BOITA,,
438,BOITA II SECTOR E-8,BOITA II SECTOR,BOITA,,
439,BOLIVIA E-10,BOLIVIA ,BOLIVIA,,
440,BOLIVIA E-9,BOLIVIA,BOLIVIA,,
441,BOLONIA E-4,BOLONIA,BOLONIA,,
442,BOLONIA E-5,BOLONIA,BOLONIA,,
443,BOMBAY E-8,BOMBAY,BOSA,,
444,BONAIRE E-10,BONAIRE ,BONANZA,,
445,BONAIRE E-9,BONAIRE,BONANZA,,
446,BONANZA E-10,BONANZA ,BONANZA,,
447,BONANZA SUR E-19,BONANZA SUR ,BONANZA,,
448,BOSA CARBONEL II E-7,BOSA CARBONEL II,BOSA NOVA EL PORVENIR,,
449,BOSA CARBONELL I E-7,BOSA CARBONELL I,BOSA NOVA EL PORVENIR,,
450,BOSA CENTRO E-7,BOSA CENTRO,BOSA NOVA,,
451,BOSA E-7,BOSA,BOSA,,
452,BOSA LINDA E-7,BOSA LINDA,BOSA NOVA,,
453,BOSA NOVA E-7,BOSA NOVA,BOSA NOVA,,
454,BOSA NOVA II SECTOR E-7,BOSA NOVA II SECTOR,BOSA NOVA,,
455,BOSCANIA E-8,BOSCANIA,BOSA,,
456,BOSQUE CALDERON E-2,BOSQUE CALDERON,BOSQUE CALDERON,,
457,BOSQUE CALDERON TEJADA E-2,BOSQUE CALDERON TEJADA,BOSQUE CALDERON,,
458,BOSQUE CALDERON TEJADA II SECTOR E-2,BOSQUE CALDERON TEJADA II SECTOR,BOSQUE CALDERON,,
459,BOSQUE CALDERON TEJADA III SECTOR E-2,BOSQUE CALDERON TEJADA III SECTOR,BOSQUE CALDERON,,
460,BOSQUE CALDERÓN E-2,BOSQUE CALDERÓN,BOSQUE CALDERON,,
461,BOSQUE CALDERÓN TEJADA II SECTOR E-2,BOSQUE CALDERÓN TEJADA II SECTOR,BOSQUE CALDERON,,
462,BOSQUE CALDERÓN TEJADA III SECTOR E-2,BOSQUE CALDERÓN TEJADA III SECTOR,BOSQUE CALDERON,,
463,BOSQUE DE GRATAMIRA E-11,BOSQUE DE GRATAMIRA ,BOSQUE DE MODELIA,,
464,BOSQUE DE IKEA E-11,BOSQUE DE IKEA ,BOSQUE DE MODELIA,,
465,BOSQUE DE LA CALLEJA E-1,BOSQUE DE LA CALLEJA,BOSQUE DE LOS ALPES,,
466,BOSQUE DE LA COLINA E-11,BOSQUE DE LA COLINA ,BOSQUE CALDERON,,
467,BOSQUE DE LOS ALPES E-4,BOSQUE DE LOS ALPES,BOSQUE DE LOS ALPES,,
468,BOSQUE DE LOS COMUNEROS I ETAPA E-16,BOSQUE DE LOS COMUNEROS I ETAPA ,BOSQUE DE LOS ALPES,,
469,BOSQUE DE LOS COMUNEROS II ETAPA E-16,BOSQUE DE LOS COMUNEROS II ETAPA ,BOSQUE DE LOS ALPES,,
470,BOSQUE DE LOS LAGARTOS E-11,BOSQUE DE LOS LAGARTOS ,BOSQUE DE LOS ALPES,,
471,BOSQUE DE LOS MOLINOS E-18,BOSQUE DE LOS MOLINOS ,BOSQUE DE LOS ALPES,,
472,BOSQUE DE LOS PINOS E-1,BOSQUE DE LOS PINOS,BOSQUE DE LOS ALPES,,
473,BOSQUE DE LOS URAPANES E-11,BOSQUE DE LOS URAPANES ,BOSQUE DE LOS ALPES,,
474,BOSQUE DE MEDINA E-1,BOSQUE DE MEDINA,BOSQUE DE MODELIA,,
475,BOSQUE DE NOGALES E-11,BOSQUE DE NOGALES ,BOSQUE DE PINOS,,
476,BOSQUE DE PINOS I SECTOR E-1,BOSQUE DE PINOS I SECTOR,BOSQUE DE PINOS I,,
477,BOSQUE DE PINOS II E-1,BOSQUE DE PINOS II,BOSQUE DE PINOS III,,
478,BOSQUE DE REYES E-2,BOSQUE DE REYES,BOSQUE DE PINOS,,
479,BOSQUE DE SAN ANTONIO LOTE 8 E-1,BOSQUE DE SAN ANTONIO LOTE 8,BOSQUE DE PINOS,,
480,BOSQUE DE SAN CARLOS E-18,BOSQUE DE SAN CARLOS ,BOSQUE CALDERON,,
481,BOSQUE DE SAN DIEGO E-11,BOSQUE DE SAN DIEGO ,BOSQUE DE PINOS,,
482,BOSQUE DE SORATAMA E-1,BOSQUE DE SORATAMA,BOSQUE DE MODELIA,,
483,BOSQUE DE SUBA E-11,BOSQUE DE SUBA ,BOSQUE DE PINOS,,
484,BOSQUE EL LIMONAR E-5,BOSQUE EL LIMONAR,BOSQUE DE MODELIA,,
485,BOSQUE EL LIMONAR II E-5,BOSQUE EL LIMONAR II,BOSQUE DE PINOS III,,
486,BOSQUE EL RETIRO E-2,BOSQUE EL RETIRO,BOSQUE DE MODELIA,,
487,BOSQUE IZQUIERDO E-3,BOSQUE IZQUIERDO,BOSQUE IZQUIERDO,,
488,BOSQUE POPULAR E-10,BOSQUE POPULAR ,BOSQUE POPULAR,,
489,BOSQUES DE ALAVA E-11,BOSQUES DE ALAVA ,BOSQUE DE MODELIA,,
490,BOSQUES DE CASTILLA E-8,BOSQUES DE CASTILLA,BOSQUE DE MODELIA,,
491,BOSQUES DE GRADANA E-10,BOSQUES DE GRADANA ,BOSQUES DE SAN JORGE,,
492,BOSQUES DE GRANADA II SECTOR E-10,BOSQUES DE GRANADA II SECTOR ,BOSQUES DE SAN JORGE,,
493,BOSQUES DE GRANADA III ETAPA E-10,BOSQUES DE GRANADA III ETAPA ,BOSQUES DE SAN JORGE,,
494,BOSQUES DE IBARI E-18,BOSQUES DE IBARI ,BOSQUES DE SAN JORGE,,
495,BOSQUES DE KARON E-2,BOSQUES DE KARON,BOSQUES DE SAN JORGE,,
496,BOSQUES DE LA CANDELARIA E-19,BOSQUES DE LA CANDELARIA ,BOSQUE DE MODELIA,,
497,BOSQUES DE LA HERRERA E-1,BOSQUES DE LA HERRERA,BOSQUES DE SAN JORGE,,
498,BOSQUES DE MARIANA E-10,BOSQUES DE MARIANA ,BOSQUE DE MODELIA,,
499,BOSQUES DE MODELIA E-9,BOSQUES DE MODELIA,BOSQUE DE MODELIA,,
500,BOSQUES DE MODELIA I ETAPA E-9,BOSQUES DE MODELIA I ETAPA,BOSQUE DE MODELIA,,
501,BOSQUES DE MODELIA II ETAPA E-9,BOSQUES DE MODELIA II ETAPA,BOSQUE DE MODELIA,,
502,BOSQUES DE NORMANDIA E-10,BOSQUES DE NORMANDIA ,BOSQUE DE MODELIA,,
503,BOSQUES DE NORMANDÍA E-10,BOSQUES DE NORMANDÍA ,BOSQUE DE MODELIA,,
504,BOSQUES DE SAN JORGE E-11,BOSQUES DE SAN JORGE ,BOSQUES DE SAN JORGE,,
505,BOSQUES DE SAN JOSE E-18,BOSQUES DE SAN JOSE ,BOSQUES DE SAN JORGE,,
506,BOSQUES DE SAN JOSÉ E-18,BOSQUES DE SAN JOSÉ ,BOSQUES DE SAN JORGE,,
507,BOSQUES DE SAN VICENTE E-10,BOSQUES DE SAN VICENTE ,BOSQUES DE SAN JORGE,,
508,BOSQUES DE SANTA TERESA E-1,BOSQUES DE SANTA TERESA,BOSQUES DE SAN JORGE,,
509,BOSQUES DE SUBA E-11,BOSQUES DE SUBA ,BOSQUES DE SAN JORGE,,
510,BOSQUES DEL NORTE E-11,BOSQUES DEL NORTE ,BOSQUES DE SAN JORGE,,
511,BOSQUES DEL PORTAL E-11,BOSQUES DEL PORTAL ,BOSQUE DE LOS ALPES,,
512,BOSQUES DEL SALITRE E-13,BOSQUES DEL SALITRE ,BOSQUES DE SAN JORGE,,
513,BOSTON E-9,BOSTON,BOSA,,
514,BOTADERO DONA JUANA E-19,BOTADERO DONA JUANA ,,,
515,BOTADERO DOÑA JUANA E-5,BOTADERO DOÑA JUANA,,,
516,BOYACA,BOYACA,BOYACA,,
517,BOYACA E-10,BOYACA ,BOYACA,,
518,BOYACA REAL E-10,BOYACA REAL ,BOYACA,,
519,BOYACÁ E-10,BOYACÁ ,BOYACA,,
520,BRANTEVILLA E-11,BRANTEVILLA ,BRASILIA,,
521,BRANTEVILLA SOTILEZA E-11,BRANTEVILLA SOTILEZA ,BRASILIA,,
522,BRASIL E-7,BRASIL,BRASIL,,
523,BRASIL II SECTOR II ETAPA E-7,BRASIL II SECTOR II ETAPA,BRASIL,,
524,BRASIL LOPEZ Y PIÑEROS E-7,BRASIL LOPEZ Y PIÑEROS,BRASIL,,
525,BRASIL LÓPEZ Y PIÑEROS E-7,BRASIL LÓPEZ Y PIÑEROS,BRASIL,,
526,BRASIL SECTOR BARRETO E-7,BRASIL SECTOR BARRETO,BRASIL,,
527,BRASIL SECTOR LÓPEZ - PIÑEROS E-7,BRASIL SECTOR LÓPEZ - PIÑEROS,BRASIL,,
528,BRASIL SECTOR POTAL Y CASTILLO E-7,BRASIL SECTOR POTAL Y CASTILLO,BRASIL,,
529,BRASILIA E-11,BRASILIA ,BRASILIA,,
530,BRASILIA E-16,BRASILIA ,BRASILIA,,
531,BRASILIA I SECTOR E-7,BRASILIA I SECTOR,BRASILIA,,
532,BRASILIA I SECTOR E-8,BRASILIA I SECTOR,BRASILIA,,
533,BRASILIA II SECTOR (VILLA BETTY) E-5,BRASILIA II SECTOR (VILLA BETTY),BRASILIA,,
534,BRASILIA II SECTOR E-7,BRASILIA II SECTOR,BRASILIA,,
535,BRASILIA III SECTOR E-7,BRASILIA III SECTOR,BRASILIA,,
536,BRASILIA SUR E-5,BRASILIA SUR,BRASILIA,,
537,BRASILL II SECTOR E-7,BRASILL II SECTOR,BRASIL,,
538,BRAVO PAEZ E-18,BRAVO PAEZ ,BRAVO PAEZ,,
539,BRAVO PÁEZ E-18,BRAVO PÁEZ ,BRAVO PAEZ,,
540,BRAZUELOS OCCIDENTAL E-19,BRAZUELOS OCCIDENTAL ,BRAZUELOS OCCIDENTAL,,
541,BRAZUELOS OCCIDENTAL E-5,BRAZUELOS OCCIDENTAL,BRAZUELOS OCCIDENTAL,,
542,BRAZUELOS SECTOR LA ESMERALDA E-5,BRAZUELOS SECTOR LA ESMERALDA,BRAZUELOS OCCIDENTAL RURAL,,
543,BRAZUELOS SECTOR PARAISO E-5,BRAZUELOS SECTOR PARAISO,BRAZUELOS OCCIDENTAL RURAL,,
544,BRAZUELOS SECTOR PARAÍSO E-5,BRAZUELOS SECTOR PARAÍSO,BRAZUELOS OCCIDENTAL RURAL,,
545,BRIGARD E-13,BRIGARD ,GIRARDOT,,
546,BRISAS DE IBERIA E-11,BRISAS DE IBERIA ,BRISAS DEL LLANO,,
547,BRISAS DEL GALAN E-16,BRISAS DEL GALAN ,BRISAS DEL LLANO,,
548,BRISAS DEL GALÁN E-16,BRISAS DEL GALÁN ,BRISAS DEL LLANO,,
549,BRISAS DEL LLANO E-5,BRISAS DEL LLANO,BRISAS DEL LLANO,,
550,BRISAS DEL POLO E-12,BRISAS DEL POLO ,BRISAS DEL VOLADOR,,
551,BRISAS DEL VOLADOR E-19,BRISAS DEL VOLADOR ,BRISAS DEL VOLADOR,,
552,BRISAS E-9,BRISAS,BRISAS DEL LLANO,,
553,BRITALIA (SAN DIEGO) E-11,BRITALIA (SAN DIEGO) ,BRITALIA,,
554,BRITALIA ALTA E-11,BRITALIA ALTA ,BRITALIA,,
555,BRITALIA E-11,BRITALIA ,BRITALIA,,
556,BRITALIA E-9,BRITALIA,BRITALIA,,
557,BRITALIA PORTALES DEL NORTE E-11,BRITALIA PORTALES DEL NORTE ,BRITALIA,,
558,BRITALIA SECTOR LA MONEDA E-11,BRITALIA SECTOR LA MONEDA ,BRITALIA,,
559,BRUNARCA E-6,BRUNARCA,BARRANCAS,,
560,BUENA VISTA E-1,BUENA VISTA,BUENAVISTA,,
561,BUENA VISTA E-11,BUENA VISTA ,BUENAVISTA,,
562,BUENA VISTA E-8,BUENA VISTA,BUENAVISTA,,
563,BUENA VISTA SECTOR A E-19,BUENA VISTA SECTOR A ,BUENAVISTA,,
564,BUENAVISTA II E-1,BUENAVISTA II,BUENAVISTA,,
565,BUENAVISTA SURORIENTAL E-4,BUENAVISTA SURORIENTAL,BUENAVISTA,,
566,BUENOS AIRES E-19,BUENOS AIRES ,BUENOS AIRES,,
567,BUENOS AIRES E-3,BUENOS AIRES,BUENOS AIRES,,
568,BUENOS AIRES E-4,BUENOS AIRES,BUENOS AIRES,,
569,BUENOS AIRES E-5,BUENOS AIRES,BUENOS AIRES,,
570,BUENOS AIRES II E-19,BUENOS AIRES II ,BUENOS AIRES,,
571,BUENOS AIRES II SECTOR E-4,BUENOS AIRES II SECTOR,BUENOS AIRES,,
572,BUENOS AIRES III SECTOR E-19,BUENOS AIRES III SECTOR ,BUENOS AIRES,,
573,BUENOS AIRES III SECTOR E-4,BUENOS AIRES III SECTOR,BUENOS AIRES,,
574,BUGANVILES  E-8,BUGANVILES ,BUENAVISTA,,
575,BUGANVILLA E-1,BUGANVILLA,BUENAVISTA,,
576,BULEVAR DEL SUR E-5,BULEVAR DEL SUR,LUCERO DEL SUR,,
577,C. COMERCIAL SALITRE PLAZA E-9,C. COMERCIAL SALITRE PLAZA,MARCO FIDEL SUAREZ,,
578,C.A.D. IMPUESTOS E-13,C.A.D. IMPUESTOS ,CAMPO EUCARISTICO,,
579,C.A.N. E-13,C.A.N. ,,,
580,CABAÑAS DEL NORTE E-1,CABAÑAS DEL NORTE,LA SOLEDAD NORTE,,
581,CADIZ E-13,CADIZ ,CALANDAIMA,,
582,CAJA DE VIVIENDA MILITAR E-15,CAJA DE VIVIENDA MILITAR ,RINCON DE LA VALVANERA,,
583,CAJA DE VIVIENDA MILITAR E-16,CAJA DE VIVIENDA MILITAR ,RINCON DE LA VALVANERA,,
584,CALABRIA E-19,CALABRIA ,CALANDAIMA,,
585,CALANDAIMA E-8,CALANDAIMA,CALANDAIMA,,
586,CALARCA E-8,CALARCA,CARACAS,,
587,CALARCA II E-8,CALARCA II,CARACOLI,,
588,CALATRAVA E-11,CALATRAVA ,CALANDAIMA,,
589,CALDAS E-7,CALDAS,CASTILLA,,
590,CALDAS E-9,CALDAS,CASTILLA,,
591,CALIFORNIA   E-8,CALIFORNIA  ,CATALINA,,
592,CALIFORNIA E-8,CALIFORNIA,CATALINA,,
593,CALIMA E-4,CALIMA,CALANDAIMA,,
594,CALIMA NORTE E-11,CALIMA NORTE ,LA FISCALA NORTE,,
595,CALLE 100 E-11,CALLE 100 ,,,
596,CALLE 170 E-1,CALLE 170,,,
597,CALLE 79 E-2,CALLE 79,,,
598,CALLE REAL E-1,CALLE REAL,EL LAUREL,,
599,CALLEJA DOS MIL E-1,CALLEJA DOS MIL,CALLEJON SANTA BARBARA,,
600,CALLEJA LAS AMERICAS E-16,CALLEJA LAS AMERICAS ,CALLEJON SANTA BARBARA,,
601,CALLEJA LAS AMÉRICAS E-16,CALLEJA LAS AMÉRICAS ,CALLEJON SANTA BARBARA,,
602,CALLEJON DE LA ESTANZUELA E-16,CALLEJON DE LA ESTANZUELA ,CALLEJON SANTA BARBARA,,
603,CALLEJON DE SANTA BARBARA E-18,CALLEJON DE SANTA BARBARA ,CALLEJON SANTA BARBARA,,
604,CALLEJON DE SANTA BARBARA II SECTOR E-18,CALLEJON DE SANTA BARBARA II SECTOR ,CALLEJON SANTA BARBARA,,
605,CALLEJON DE SANTA BARBARA SUR E-18,CALLEJON DE SANTA BARBARA SUR ,CALLEJON SANTA BARBARA,,
606,CALLEJON SANTA BARBARA SUR ORIENTAL E-18,CALLEJON SANTA BARBARA SUR ORIENTAL ,CALLEJON SANTA BARBARA,,
607,CALLEJÓN DE LA ESTANZUELA E-16,CALLEJÓN DE LA ESTANZUELA ,CALLEJON SANTA BARBARA,,
608,CALLEJÓN DE SANTA BÁRBARA E-18,CALLEJÓN DE SANTA BÁRBARA ,CALLEJON SANTA BARBARA,,
609,CALLEJÓN DE SANTA BÁRBARA II SECTOR E-18,CALLEJÓN DE SANTA BÁRBARA II SECTOR ,CALLEJON SANTA BARBARA,,
610,CALLEJÓN DE SANTA BÁRBARA SUR E-18,CALLEJÓN DE SANTA BÁRBARA SUR ,CALLEJON SANTA BARBARA,,
611,CALLEJÓN SANTA BÁRBARA SUR ORIENTAL E-18,CALLEJÓN SANTA BÁRBARA SUR ORIENTAL ,CALLEJON SANTA BARBARA,,
612,CALVO MAC PHILIPS II SECTOR E-2,CALVO MAC PHILIPS II SECTOR,CHICO NORTE III SECTOR,,
613,CALVO MAC PHILIS E-2,CALVO MAC PHILIS,EL CHANCO II,,
614,CALVO SUR E-4,CALVO SUR,CALVO SUR,,
615,CAMARA DE COMERCIO E-3,CAMARA DE COMERCIO,SABANA DEL DORADO,,
616,CAMAVIEJA E-13,CAMAVIEJA ,CAMPANELLA,,
617,CAMAVIEJA E-9,CAMAVIEJA,CAMPANELLA,,
618,CAMAVIEJA OCCIDENTAL E-9,CAMAVIEJA OCCIDENTAL,PRIMAVERA OCCIDENTAL,,
619,CAMAVIEJA ORIENTAL E-9,CAMAVIEJA ORIENTAL,CANAVERALEJO RURAL,,
620,CAMELIA II SECTOR E-16,CAMELIA II SECTOR ,CAMELIA II,,
621,CAMELIA NORTE E-16,CAMELIA NORTE ,CAMELIA II,,
622,CAMELIA SUR E-16,CAMELIA SUR ,CAMELIA II,,
623,CAMELIA SUR IV SECTOR E-16,CAMELIA SUR IV SECTOR ,CAMELIA II,,
624,CAMENTERIO CHAPINERO E-12,CAMENTERIO CHAPINERO ,CEMENTERIO JARDINES APOGEO,,
625,CAMILO TORRES,CAMILO TORRES,CAMPO HERMOSO,,
626,CAMILO TORRES E-16,CAMILO TORRES ,CAMPO HERMOSO,,
627,CAMINO DE LA ESTANCIA E-11,CAMINO DE LA ESTANCIA ,CAMPIN OCCIDENTAL,,
628,CAMINO DE MODELIA E-9,CAMINO DE MODELIA,CAMPIN OCCIDENTAL,,
629,CAMINO DEL COUNTRY E-1,CAMINO DEL COUNTRY,CAMPIN OCCIDENTAL,,
630,CAMINO DEL PALMAR E-1,CAMINO DEL PALMAR,CAMPANELLA,,
631,CAMINO VERDE E-11,CAMINO VERDE ,CAMPO VERDE,,
