date,municipality,nighborhood,zone,age,sex,schooling
2019-07-03 23:00:00,BOGOTÁ D.C.,ENGATIVA CENTRO E-10,URBANA,27,MASCULINO,SECUNDARIA
2019-07-03 23:00:00,BOGOTÁ D.C.,QUIBA E-19,RURAL,24,FEMENINO,SECUNDARIA
2019-07-03 23:00:00,BOGOTÁ D.C.,SAN CRISTOBAL NORTE E-1,URBANA,24,MASCULINO,TECNICO
2019-07-03 16:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,1,FEMENINO,
2019-07-03 16:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,3,FEMENINO,
2019-07-03 16:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,46,FEMENINO,SECUNDARIA
2019-07-03 19:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,35,FEMENINO,
2019-07-03 17:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,35,FEMENINO,SECUNDARIA
2019-07-03 07:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,SECUNDARIA
2019-07-03 07:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,22,FEMENINO,SECUNDARIA
2019-07-03 03:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,44,FEMENINO,TECNICO
2019-07-03 13:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,0,FEMENINO,
2019-07-03 13:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,1,FEMENINO,
2019-07-03 20:30:00,BOGOTÁ D.C.,JORGE GAITAN CORTES E-16,URBANA,39,MASCULINO,SUPERIOR
2019-07-03 21:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,21,FEMENINO,SECUNDARIA
2019-07-03 21:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,37,FEMENINO,SUPERIOR
2019-07-03 21:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,43,FEMENINO,SUPERIOR
2019-07-03 16:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,55,MASCULINO,SECUNDARIA
2019-07-03 16:30:00,BOGOTÁ D.C.,CERRO DE SAN VICENTE E-4,URBANA,44,FEMENINO,SECUNDARIA
2019-07-03 09:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,52,FEMENINO,SECUNDARIA
2019-07-03 09:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,64,FEMENINO,
2019-07-03 04:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,11,MASCULINO,
2019-07-03 04:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,40,FEMENINO,
2019-07-03 00:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,MASCULINO,
2019-07-03 00:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,41,FEMENINO,SECUNDARIA
